message_type,timestamp,active_calories,active_time,activity_type,ascent,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,descent,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,moderate_activity_minutes,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_35,unknown_36,unknown_37,unknown_38,unknown_4,unknown_5,unknown_6,unknown_7,unknown_8,version
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 64)",,,,,,,,,,,,
monitoring,2026-04-07 23:30:00,,,sedentary,,"(8,)",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:31:00,-1,,,,,,,,,101,,66,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539060,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,18356,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 72)",,,,,,,,,,,,
monitoring,2026-04-07 23:31:00,,,sedentary,,"(72,)",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:32:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539120,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,18416,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2737,,,,,,1144539120,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:33:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539180,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,18476,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(35, 1, 0, 0)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:34:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539240,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739,,,,,,1144539240,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(36, 0, 3, 8)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:35:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539300,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(24, 167, 3, 16)",,,,,,,,,,,,
monitoring,2026-04-07 23:35:00,,,sedentary,,"(8,)",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:36:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539360,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,18656,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736,,,,,,1144539360,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 24)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:37:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539420,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,18716,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,,,,
monitoring,2026-04-07 23:37:00,,,sedentary,,"(104,)",,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:38:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539480,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,18776,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2731,,,,,,1144539480,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 0, 40)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:39:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539540,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,18836,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 48)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:40:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539600,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,18896,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2731,,,,,,1144539600,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 56)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:41:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539660,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,18956,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 64)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:42:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539720,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,19016,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2726,,,,,,1144539720,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 72)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:43:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539780,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,19076,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:44:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539840,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,19136,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2733,,,,,,1144539840,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(35, 1, 0, 0)",,,,,,,,,,,,
monitoring,2026-04-07 23:44:00,,,sedentary,,"(8,)",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:45:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539900,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,19196,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(36, 192, 2, 8)",,,,,,,,,,,,
monitoring,2026-04-07 23:45:00,,,sedentary,,"(72,)",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:46:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144539960,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,19256,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2735,,,,,,1144539960,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(88, 105, 3, 16)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:47:00,-1,,,,,,,,,101,,65,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540020,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,19316,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 24)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:48:00,-1,,,,,,,,,101,,64,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540080,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,,,,,,1144540080,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:49:00,-1,,,,,,,,,101,,64,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540140,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,19436,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 0, 40)",,,,,,,,,,,,
monitoring,2026-04-07 23:49:00,,,sedentary,,"(8,)",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:50:00,-1,,,,,,,,,101,,64,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540200,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,19496,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2733,,,,,,1144540200,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 48)",,,,,,,,,,,,
monitoring,2026-04-07 23:50:00,,,sedentary,,"(72,)",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:51:00,-1,,,,,,,,,101,,64,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540260,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,19556,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 56)",,,,,,,,,,,,
event,2026-04-07 23:51:00,,,,,,,,,1,1,,,,,41,marker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitoring,2026-04-07 23:51:00,,,sedentary,,"(8,)",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:52:00,-1,,,,,,,,,101,,64,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540320,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,19616,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2729,,,,,,1144540320,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 64)",,,,,,,,,,,,
monitoring,2026-04-07 23:52:00,,,sedentary,,"(104,)",,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:53:00,-1,,,,,,,,,101,,64,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540380,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,19676,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 72)",,,,,,,,,,,,
monitoring,2026-04-07 23:53:00,,,sedentary,,"(8,)",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:54:00,-1,,,,,,,,,101,,64,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540440,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2731,,,,,,1144540440,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,,,,
monitoring,2026-04-07 23:54:00,,,sedentary,,"(72,)",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:55:00,-1,,,,,,,,,101,,64,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540500,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,19796,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(35, 1, 0, 0)",,,,,,,,,,,,
monitoring,2026-04-07 23:55:00,,,sedentary,,"(8,)",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:56:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540560,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2724,,,,,,1144540560,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(36, 160, 2, 8)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:57:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540620,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(24, 235, 2, 16)",,,,,,,,,,,,
unknown_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(239, 77, 56, 68, 2, 3, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,,,,
unknown_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(244, 77, 56, 68, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,,,,
unknown_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(244, 77, 56, 68, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,,,,
unknown_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(245, 77, 56, 68, 2, 2, 96, 160, 160, 0, 11, 163, 0, 0, 0, 0, 0, 11, 11, 11, 10, 10, 1, 0, 0, 0, 0)",,,,,,,,,,,,
unknown_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(250, 77, 56, 68, 2, 2, 6, 160, 160, 12, 12, 163, 0, 0, 0, 0, 0, 12, 12, 12, 12, 12, 1, 0, 0, 0, 0)",,,,,,,,,,,,
monitoring,2026-04-07 23:57:00,,,sedentary,,"(104,)",,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:58:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540680,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,19976,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,,,,,,1144540680,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 24)",,,,,,,,,,,,
monitoring,,18,330.0,generic,,"(160,)",0.0,,,,,,0.0,,,,,,,5,,,,,,,,,,,,19976,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:59:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540740,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,20036,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,,,,
monitoring,2026-04-07 23:59:00,,,sedentary,,"(40,)",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 00:00:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540800,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,20096,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2729,,,,,,1144540800,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 0, 40)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 00:01:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540860,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,20156,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 48)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 00:02:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540920,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,20216,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2731,,,,,,1144540920,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 56)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 00:03:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144540980,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 64)",,,,,,,,,,,,
monitoring,2026-04-08 00:03:00,,,sedentary,,"(8,)",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 00:04:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144541040,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2727,,,,,,1144541040,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 72)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 00:05:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144541100,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,,,,
monitoring,2026-04-08 00:05:00,,,sedentary,,"(72,)",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 00:06:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144541160,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2717,,,,,,1144541160,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(35, 1, 0, 0)",,,,,,,,,,,,
event,2026-04-08 00:06:00,,,,,,,,,2,2,,,,,41,marker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitoring,2026-04-08 00:06:00,,,sedentary,,"(8,)",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 00:07:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144541220,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,20516,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(36, 160, 2, 8)",,,,,,,,,,,,
monitoring,2026-04-08 00:07:00,,,sedentary,,"(72,)",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 00:08:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144541280,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,20576,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2723,,,,,,1144541280,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(216, 63, 0, 16)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 00:09:00,-1,,,,,,,,,101,,63,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144541340,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,20636,,,,,,,,,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 24)",,,,,,,,,,,,
stress_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 00:10:00,-1,,,,,,,,,101,,62,,,,,1,,,,,
unknown_297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1144541400,,,,,,,,,,,
monitoring,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,20696,,,,,,,,,,,,,,,,,,,
unknown_279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2721,,,,,,1144541400,,,,,,,,,,,
unknown_233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,,,,
